index,ISBN,제목,상품명,저자,출판사,설명,국가,장르
2235,9791190594035,일주일 만에 사랑할 순 없다,일주일 사랑 하다 순 없다,김동식,요다,2018년 회색 인간 데뷔 한국 문단 크다 충격 주다 김 동식 신작 소설 집 카카오페이지 연재 당시 반응 좋다 작품 작가 색다르다 시도 돋보이다 밉다 공개 신작 23 편의 단편 모으다 표 제작 일주일 사랑 순 늘다 지구 멸망 주 앞두다 사랑 빠지다 두 남녀 생존 로맨스 SF 공포 스릴러 판타지 장르 넘다 들다 김 동식 작가 처음 로맨스 장르 도전 기존 김 동식 소설 서정 로맨틱 분위기 소설 상상력 허다 찌르다 반전 더하다 완성 도르다 높이다 일주일 사랑 순 늘다 기존 소설 집 보여주다 신선하다 뛰어넘다 작가 지속 가능성 보여주다 완성 작품 선별 믿다 의심 싶다 감각 충격 정세랑 전하 소설 집,한국,로맨스
2236,9788932015941,동백꽃,동백꽃,김유정,문학과지성사,당시 고단 삶 수용 순박하다 사기꾼 다양하다 삶 양태 다양하다 삶 현장 문학 속 재현 김유정 주옥 단편 23 편 수록 되어다 인물 토속 성과 해학 생생하다 삶 언어 소리 속 충만 생명감 삶 모순 양가 세계 인식 차원 끌다 올리다 김유정 문학 정수,한국,
2237,9791196090227,제2회 한국과학문학상 수상작품집,제 2회 한국 과학 문학상 수상 작품집,"김초엽,김혜진,오정연,김선호,이루카 공저",허블,SF 바로미터 한국 과학 문학상 한국 SF 우아하다 계보 리다 김 초엽 작가 대상 가작 동시 수상 과학자 출신 차세대 SF 작가 등장 과학 문학 작가 발굴 한국 과학 문학상 2회 맞이 중단 편 부문 관내 분실 대상 받다 김 초엽 작가 빛 속도 갈다 가작 당선 되어다 동시 수상 영예 누리다 김 초엽 작가 포스텍 POSTECH 화학 전공 과학 도 유전자 침 이용 바이오 센서 만들다 연구 올해 초 학위 받다 전공 공부 아이디어 모으다 두다 서로 연결하다 발전 늘다 작가 과학 답 실험실 소설 아이디어 원천 밝히다 이러하다 작가 장점 작품 고스 란 반영 되어다 과학 상상력 상상 그치다 설득 가능하다 만들다 내다,한국,SF
2238,9791193024652,로맨스 도파민,로맨스 도파민,"최영원,조수연,오조,김이숨,우재윤",안전가옥,2023 안전가옥 스토리 공모 로맨스 도파민 수상 작품집 이자 안전가옥 앤솔로지 시리즈 열한 책 40 1 경쟁률 뚫다 심사 위원 마음 빼앗다 편의 소설 묶다 로맨스 도파민 은 다가오다 봄날 로맨스 도파민 100 퍼센트 끌다 올리다 신선하다 새롭다 사랑 잠들다 연애 세포 기필코 깨우다 말 로맨스 편집,한국,
2239,9788994475462,젓가락 달인,젓가락 달인,유타루 글 김윤주 그림,바람의아이들,나다 달인 싶다 어떻다 분야 통달 남달리 뛰어나다 기량 지니다 달인 부르다 엉뚱하다 기예 억지 선보이다 개그 프로그램 제목 쓰이다 바 전국 곳곳 존재 생활 속 달인 취재 교양 프로그램 소재 도 꾸준하다 인기 끌 달인 표현 자체 닳다 닳다 인상 주다 엄청나다 높이 쌓다 쟁반 머리 다니다 식당 아주머니 눈 보이지 속도 양파 깔다 노동자 대다 감동 느끼다 그만하다 기술 속도 자랑 들이다 노력 대단하다 한눈 파악 거기 생활 함 묻다 기술 재주 감탄 쏟다 부다 땀 눈물 이해 까닭,한국,
2240,9788965881414,수난이대,수난이대,하근찬 김경원 편,사피엔스21,민족 수난 따뜻하다 시선 그리다 내다 작가 하근찬 극복 의지 염원 수난이대 늘다 아버지 아들 두 세대 걸치다 민족 수난 간결하다 인상 깊다 그리다 내다 단편 희다 종이 수염 은 6 25 전쟁 노무 끌리다 한쪽 잃다 집 돌아오다 아버지 바라보다 아들 시점 민족 수난 그린 단편 나룻배 늘다 나룻배 유일하다 교통 수단 한적하다 평화롭다 섬 마을 6 25 전쟁 입다 지워지다 상처 그린 단편 왕릉 주둔군 은 매일 왕릉 돌보다 전통 사고방식 박 지다 동네 주둔 미군 부대 인하다 겪다 시련 담다 단편,한국,
2241,9788932035710,아홉 켤레의 구두로 남은 사내,아홉 켤레 구두 남다 사내,윤흥길,문학과지성사,현실 변화 마주 글쓰기 윤흥길 중단 편선 켤레 구두 남다 사내 1968년 한국 일보 신춘문예 회색 면류관 계절 당선 올해 등단 51년 맞다 윤흥길 켤레 구두 남다 사내 가다 문지 가선 책 추다 간 되어다 작품 표 제작 두번째 소설 집 1977년 추다 간 되어다 소설가 이문구 그다음 해 1977년 소설가 윤흥길 말 바 정도 직선 곡선 창백하다 중년 날개 수갑 이어지다 켤레 구두 남다 사내 연작 1970년 말 한국 문학 기념비 역작 이자 1980년 한국 문학 새롭다 지평 연 선구 작품 평가 받다,한국,
2242,9791189099015,"정말 미안하지만, 나는 아무렇지도 않았다",정말 미안하다 나 아무렇다 않다,김동식,요다,2018년 출판 강타 소설 회색 인간 작가 김 동식 신작 단편 소설 집 미안하다 아무렇다 2년 쏟아내다 400 편의 가운데 관계 소통 자아 자존감 인간 성찰 담다 21 편의 실리다 행복 시기하다 마음 가족 간의 애증 살인 다단계 미묘하다 얽히다 인간관계 자아 문제 위트 비 틀다 김 동식 표 소설 재미 느끼다,한국,
2243,9788954699723,내게 무해한 사람 (특별 한정 에디션),내다 무 하다 사람 특별 한정 에디 션,최은영,문학동네,2018 교보 문고 소설가 50 뽑다 올해 소설 1 위 51회 한국 일보 문학상 수상작 내다 무 특별 한정 에디 션 미숙 지난날 작다 모서리 쓰다듬다 부드럽다 손길 가지다 본연 힘 향 믿음 끝 붙들다 국문학 서정 성과 사성 새롭다 발굴 해내다 소설가 최은영 세 작품 쇼코 미소 2016 내다 무 2018 밝다 밤 2021 특별 한정 에디 션 선보이다 에디 션 기존 작아지다 판형 은은하다 색감 부드럽다 일러스트 인상 박선엽 작가 그림 더하다 완성 되어다,한국,
2244,9791165702816,시작하는 소설,시작 하다 소설,"윤성희,장류진,조경란,김화진,정소현,박형서,백수린 공저 강미연,김경식,김미성,손규상,안수범 공편",창비교육,오다 사이 쪽 택했다 결과 무조건 남다 게 믿다 펴다 윤성희 장 류진 조경란 김화 진 정소현 박형서 수린 시작 앞두다 건네다 응원 메시지 창비 교육 테마 소설 시리즈 소설 집 시작 소설 추다 간 되어다 시작 테마 소설 집다 10 대다 청소년 성장 우정 시작 20 대의 첫 출근 70 대다 시작 사랑 삶 마주 법 시작 장면 연령 대별 수록 살아가다 수많다 시작 기회 만나다 늘 뛰어들다 란 쉬다 무언가 완수 부담 감 결과 목적지 불안감 낯선 상황 두려움 들다 소설 집다 그러하다 우려 뛰어넘다 용기 발걸음 내디디다 인물 담다 내다,한국,
2245,9791165700652,기억하는 소설,기억 하다 소설,"강영숙,김숨,임성순,최은영,조해진,강화길,박민규,최진영 공저 이혜연,김형태,김선산,김동현 공편",창비교육,간사하다 동물 잊어버리다 무너지다 쉬다 잊다 기억 불가항력 자연재해 인간 만들다 내다 사회 재난 재난 주제 소설 8 편 엮어 만들다 기억 소설 추다 간 되어다 허리케인 강타 구제역 유행 삼풍 백화점 붕괴 세월호 침몰 산업 재해 오염 물질 확산 기후 변화 운석 충돌 통해 재난 들여다보다 사회 돌아보다 책 시대 작가 강영숙 김숨 임 순 최은영 조해진 강화 길 박민규 최진영 그리다 내다 가지 재난 순간 보이다 주다 재난 시대 살아가다 필요하다 기억 공감 가치 깨우다 주다 재난 참상 직시 기억 재난 임 인식 나아가다 문제 임 받아들이다 재난 극복 삶 고민,한국,
2246,9791168127494,나름에게 가는 길,나름 가다 길,전삼혜,위즈덤하우스,간절하다 원하다 나름 만들다 수도 우주 쓰레기 청소부 애도 관 위치 스 딜리 버리다 궤도 밖 룸메이트 많다 독자 사랑받다 온 삼혜 작가 신작 나름 가다 길 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 나름 가다 길 은 광막 우주 쓰레기 주우 소중하다 애도 우주 청소부 현 직업 우주 곳곳 값 나가다 쓰레기 수거 데 브리 피 크다 현이 모으다 쓰레기 종종 우주 유령 불리다 나름 붙다 우주 가득 채운 사념 버리다 물건 정보 흡수 살 양 움직이다 나름 어떻다 죽다 가족 나름 되살리다 싶다 어리다 시절 떠나다 보내다 동생 아영 유품 찾다 떠나다 현도 나름 만들다,한국,
2247,9791191193237,아홉수 가위,아홉수 가위,범유진,안전가옥,안전가옥 쇼 트 시리즈 열 책 아홉수 가위 늘다 안전가옥 스토리 공모전 3 관왕 기록 보유 범 유진 작가 편집 경계 선 인물 슬픔 아름답다 움 꾸준하다 그리다 온 작가 인생 캄캄하다 경계 지나다 10 대다 20 대의 에너지 폭발 만들다 세상 두운 세상 부조리 대항 힘 갖추다 못 탓 고통 받다 끝 더 어두워지다 순간 청년 숨기다 능력 깨닫다 빛나다 시작,한국,공포 스릴러
2248,9788937420115,나목·도둑맞은 가난,나목 도둑 맞다 가난,박완서,민음사,박완서 첫 소설 박완서 사랑 소설 나목 나목 화가 박수근 모델 쓸다 나목 외 도둑 맞다 가난 초기 대표 작 7 편 수록 박완서 작품 젊음 불안 추위 아슬아슬하다 잠재 폭발 포함 순수하다 구김 드러나다 나목 은 모든 쓰다 닳다 말 통해 무구 젊음 그리움 외로움 미움 설움 담다 슬프다 진하다 전쟁 청춘 책 책 독자 청춘 아름답다 속 말 일지 모르다,한국,
2249,9791192638379,쓰게 될 것,쓰다 되다 것,최진영,안온북스,소설가 최진영 써다 쓰다 들다 기억 미래 가능성 만들다 싶다 2006년 등단 구의 증명 해 지다 곳 단 극한 상황 사람과 사랑 지키다 애쓰다 마음 채 소설 상상 구현 해오다 작가 최진영 소설 집 2020년 2023년 사이 쓰다 발표 편의 소설 기후 위기 전쟁 AI 여성 서사 젊다 노인 빈부 격차 질병 현재 살다 내려놓다 사유 문제 정면 맞선 그간 최진영 인물 상황 달리 물어 온 어떻다 살 질문 어떻다 새롭다 국면 펼쳐지다 기대 모으다 표 제작 쓰다 은 어리다 눈 바라보다 전쟁 현장 어른 상흔 안고 살아가다 속 삶 다짐 돕다 마음 담다 실리다 소설 견인,한국,
2250,9788932035673,서울 1964년 겨울,서울 1964년 겨울,김승옥,문학과지성사,무진 떠나다 김승옥 중단 편선 서울 1964년 겨울 감수성 혁명 한글 세대 작가 선두 주자 한국 현대문학 1 백 통틀어 아름답다 단편 작가 세대 변하다 계속 찬사 주인공 김승옥 중 단편소설 집 서울 1964년 겨울 문지 작가 선의 두번째 순서 추다 간 되어다 수록 작품 등단 작 생명 연습 1962 대표 작 무진기행 1964 서울 1964년 겨울 1965 포함 총,한국,
2251,9788954692526,각각의 계절,각각 계절,권여선,문학동네,한끗 만들다 차이 국문학 대표 작가 권 선 신작 소설 집 2021 김유정 문학상 수상작 기억 왈츠 2020 김승옥 문학상 우수상 수상작 실버들 천만사 2019 김승옥 문학상 우수상 수상작 하늘 높이 아름답다 수록 유려 엄정하다 문장 아름답다 움 깨우다 국문학 신뢰 이름 작가 권 선 신작 소설 집 계절 펴내다 술 인생 결합 터지다 나오다 애틋하다 삶 목소리 담다 내다 안녕 주정뱅이 창비 2016 두르다 정 공법 현실 촘촘하 새기다 멀다 말 문학동네 2020 소설 집 책 묶이다 전 호평 받다 편의 작품 봄날 종합 선물 세트 모이다,한국,
2252,9788965881957,꺼삐딴 리,끄다 삐 따다 리,전광용,사피엔스21,한국 대표 명불허전 작가 명불허전 작품 엄선 모으다 사피 스 국문학 중 단편소설 작가 대표 작다 기존 선집 자다 다루어지다 희귀 이나 작가 독특하다 작품 세계 드러내다 제작 두루 다루다 다양하다 문학 체험 필요하다 청소년 한국 문학 정수 만끽 싶다 성인 부담 읽다 구성 26 권 현실 배경 다양하다 인물 군상 면면 객관 시선 담담하다 묘사 데 그치다 보편 인간성 탐구 나아가다 전광용 대표 작 모음 일제 강점 기 친일파 해방 친 소파 북한 땅 6 25 전쟁 겪다 남한 정착 친미파 살아가다 인물 통해 역사 비틀리다 모습 담담하다 조명 끄다 삐 따다 리 외 사수 흑산도 가다 수록 되어다,한국,
2253,9791165701789,손 흔드는 소설,손 흔들다 소설,최은영 등저 임요한 등편,창비교육,이별 찾아오다 손 흔들다 주자 고맙다 안녕 손 흔들다 이별 안녕 손 흔들다 맞이 이별 테마 단편 소설 7 편 엮 손 흔들다 소설 추다 간 되어다 소설 집 최은영 김중혁 이유리 정용준 정영수 손 원평 임 선우 작가 그리다 내다 친구 첫사랑 반려동물 가족 이별 담기다 작다 물건 소중하다 무언가 이별 살아가다 이별 낯설다 아프다 괴롭히다 상처 절망 이별 과정 화해 치유 새롭다 시작 준비 과정 읽다 가다 서로 연결 되어다 감각 지니다 채 슬픔 이해 슬픔 보듬다 다가오다 모르다 이별 받아들이다 용기 가지다,한국,
2254,9791141601737,내가 이런 데서 일할 사람이 아닌데,내 이렇다 데 일 하다 사람 아니다,김동식 등저,문학동네,원하다 모습 다운 꿈꾸다 벅차다 소망 앞 넘어지다 버티고 돌파 보통 생존 노동 기 떳떳하다 출근 내일 위 온 힘 지키다 오늘 마음 2025년 5월 1일 근로자 날 발행 동시 한국 사회 먹고살다 보통 삶 발품 쓴다 규칙 공유 결성 월급 주의 동인 단편소설 앤솔러지 내 이렇다 데 월급 주의 2025 가다 추다 간 되어다 월급 주의 시대 노동 현장 담다 소설 더 발표 필요 의식 비롯 한국 소설 새롭다 흐름 소설가 장강 의하다 촉발 움직임 2023년 귀하 노고 감사 드리다 2024년 인성 비다 자다 풀리다 추다 간 이어지다 내 이렇다 데 늘다 동인 내놓다 세번 앤솔러지,한국,
